Timestamp,Vehicle_ID,Speed (Km/h),Distance (Km),SoC (%),Acceleration (m/s²),Braking (m/s²),Terrain,Temperature (°C),Wind Speed (km/h),Elevation (m),Weather
2025-04-22 18:00:00,EV105,27.18,2.26,52.64,0.42,0.22,Flat,36.47,18.26,394.74,Sunny
2025-04-22 18:05:00,EV105,55.87,4.66,52.26,0.33,0.45,Uphill,36.1,9.7,390.92,Foggy
2025-04-22 18:10:00,EV105,45.62,3.8,51.86,0.75,0.77,Uphill,37.09,19.98,390.15,Clear
2025-04-22 18:15:00,EV105,48.61,4.05,51.74,0.68,0.36,Flat,35.55,14.5,386.71,Clear
2025-04-22 18:20:00,EV105,38.22,3.19,51.24,0.38,0.15,Downhill,32.03,11.57,384.11,Sunny
2025-04-22 18:25:00,EV105,48.78,4.07,50.79,0.37,0.31,Uphill,39.43,12.6,384.75,Sunny
2025-04-22 18:30:00,EV105,45.11,3.76,50.44,0.66,0.47,Flat,38.78,19.92,385.71,Foggy
2025-04-22 18:35:00,EV105,44.54,3.71,50.25,0.79,0.53,Uphill,34.91,5.46,380.83,Sunny
2025-04-22 18:40:00,EV105,52.76,4.4,49.99,0.93,0.51,Hilly,36.54,11.41,382.76,Rainy
2025-04-22 18:45:00,EV105,44.8,3.73,49.53,0.41,0.28,Hilly,32.2,7.86,386.93,Cloudy
2025-04-22 18:50:00,EV105,46.43,3.87,49.08,0.34,0.55,Hilly,39.88,18.15,383.22,Clear
2025-04-22 18:55:00,EV105,43.87,3.66,48.85,0.22,0.2,Flat,31.0,13.22,387.07,Clear
2025-04-22 19:00:00,EV105,17.9,1.49,48.58,0.23,0.24,Downhill,37.24,14.51,389.26,Clear
2025-04-22 19:05:00,EV105,60.14,5.01,48.28,0.57,0.21,Downhill,26.66,18.44,388.82,Cloudy
2025-04-22 19:10:00,EV105,57.63,4.8,47.92,0.41,0.45,Flat,39.75,11.52,393.06,Clear
2025-04-22 19:15:00,EV105,55.35,4.61,47.56,0.34,0.45,Flat,39.7,10.24,388.32,Clear
2025-04-22 19:20:00,EV105,55.1,4.59,47.29,0.41,0.43,Flat,37.93,13.5,388.22,Cloudy
2025-04-22 19:25:00,EV105,45.75,3.81,46.94,0.91,0.46,Uphill,27.17,8.87,388.29,Foggy
2025-04-22 19:30:00,EV105,50.84,4.24,46.7,0.6,0.86,Downhill,32.61,17.25,383.78,Clear
2025-04-22 19:35:00,EV105,33.41,2.78,46.49,0.65,0.34,Flat,29.67,12.35,384.58,Sunny
2025-04-22 19:40:00,EV105,55.22,4.6,46.2,0.98,0.13,Flat,33.0,7.69,387.93,Cloudy
2025-04-22 19:45:00,EV105,18.66,1.56,45.84,0.36,0.56,Uphill,36.77,15.22,391.53,Sunny
2025-04-22 19:50:00,EV105,35.67,2.97,45.69,0.68,0.02,Uphill,30.22,12.58,389.29,Foggy
2025-04-22 19:55:00,EV105,39.21,3.27,45.36,0.54,0.1,Downhill,27.67,10.51,386.68,Foggy
2025-04-22 20:00:00,EV105,52.44,4.37,45.03,0.79,0.19,Uphill,38.28,15.59,382.89,Foggy
2025-04-22 20:05:00,EV105,71.66,5.97,44.54,0.36,0.29,Downhill,28.08,11.52,379.23,Foggy
2025-04-22 20:10:00,EV105,50.16,4.18,44.18,0.48,0.26,Uphill,26.9,9.2,376.08,Cloudy
2025-04-22 20:15:00,EV105,42.53,3.54,43.76,0.26,0.12,Uphill,30.24,17.17,375.87,Rainy
2025-04-22 20:20:00,EV105,44.91,3.74,43.3,0.32,0.37,Flat,38.79,6.57,377.33,Clear
2025-04-22 20:25:00,EV105,44.13,3.68,43.06,0.07,0.34,Uphill,26.84,6.74,377.18,Sunny
2025-04-22 20:30:00,EV105,48.96,4.08,42.65,0.65,0.53,Downhill,39.09,17.37,373.61,Cloudy
2025-04-22 20:35:00,EV105,64.25,5.35,42.36,0.39,0.51,Hilly,34.57,9.81,373.87,Clear
2025-04-22 20:40:00,EV105,46.22,3.85,42.16,0.45,0.17,Uphill,25.85,18.0,369.82,Cloudy
2025-04-22 20:45:00,EV105,43.94,3.66,42.03,1.04,0.0,Flat,30.42,8.45,367.24,Rainy
2025-04-22 20:50:00,EV105,51.37,4.28,41.85,0.41,0.79,Flat,30.92,6.36,371.59,Rainy
2025-04-22 20:55:00,EV105,27.07,2.26,41.66,0.72,0.24,Flat,36.58,5.37,369.34,Rainy
2025-04-22 21:00:00,EV105,40.41,3.37,41.36,0.54,0.29,Downhill,25.96,7.08,370.52,Clear
2025-04-22 21:05:00,EV105,27.38,2.28,41.12,0.14,0.26,Flat,26.35,11.08,370.5,Sunny
2025-04-22 21:10:00,EV105,56.85,4.74,40.7,0.54,0.0,Uphill,25.11,16.13,371.72,Sunny
2025-04-22 21:15:00,EV105,38.29,3.19,40.58,0.38,0.53,Hilly,36.75,17.54,371.3,Clear
2025-04-22 21:20:00,EV105,52.33,4.36,40.42,0.58,0.28,Uphill,36.59,12.85,368.71,Clear
2025-04-22 21:25:00,EV105,40.43,3.37,40.0,0.41,0.16,Downhill,34.77,5.02,370.44,Foggy
2025-04-22 21:30:00,EV105,29.14,2.43,39.61,0.6,0.39,Flat,39.8,11.3,375.34,Cloudy
2025-04-22 21:35:00,EV105,33.93,2.83,39.36,0.11,0.32,Downhill,38.16,8.62,380.03,Foggy
2025-04-22 21:40:00,EV105,37.71,3.14,38.94,0.19,0.34,Downhill,37.37,16.49,384.6,Cloudy
2025-04-22 21:45:00,EV105,29.36,2.45,38.7,0.48,0.37,Hilly,30.09,10.31,381.25,Cloudy
2025-04-22 21:50:00,EV105,40.58,3.38,38.25,0.62,0.45,Uphill,38.02,19.94,384.54,Sunny
2025-04-22 21:55:00,EV105,42.77,3.56,37.87,0.5,0.52,Flat,30.56,5.29,388.36,Rainy
2025-04-22 22:00:00,EV105,52.26,4.35,37.48,0.8,0.12,Flat,30.0,7.86,390.34,Cloudy
2025-04-22 22:05:00,EV105,57.68,4.81,37.37,0.68,0.16,Hilly,32.01,6.91,389.23,Foggy
2025-04-22 22:10:00,EV105,42.03,3.5,37.02,0.56,0.67,Flat,31.18,16.13,389.41,Clear
2025-04-22 22:15:00,EV105,38.44,3.2,36.72,0.27,0.31,Flat,29.95,10.12,386.62,Sunny
2025-04-22 22:20:00,EV105,33.42,2.79,36.37,0.37,0.69,Flat,37.08,19.93,385.12,Rainy
2025-04-22 22:25:00,EV105,41.01,3.42,36.25,0.62,0.5,Hilly,30.06,9.78,386.78,Rainy
2025-04-22 22:30:00,EV105,51.0,4.25,36.02,0.48,0.0,Flat,31.23,8.99,383.13,Foggy
2025-04-22 22:35:00,EV105,53.71,4.48,35.71,0.31,0.44,Hilly,34.23,13.18,381.09,Cloudy
